Layer1,Layer2,Layer3 STUB,Layer3 STUB Description,Layer4,Layer5,Band,Min,Max,Description,Part. No.,Channel SKU,MSRP List Price,Assurance,Packaged Weight,Packaged Size,Tiered Pric,Pricing Tier,Reseller Authorization,Tier 1 Authorization,Reorder,Export Restriction,FCS Date,EOS Date,Commission Group Description,EAN/UPC,Effective Date,Currency,Price List,Solution Competency,Product Type
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-LR,Trellix Network Security 4-Port 10/1 GigE 10GBASE-LR/1000BASE-LX SM Net I/O Exp Mod (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NS 4pt FO Mod 10-1GigE 1310nm SM 1y RMA,RBIAC4P1GMM13MOD,RBIAC4P1GMM13MODA,5051.85,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-SR-62,Trellix Network Security 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 62.5 MM Net I/O Exp Mod(w/ Built-In FailOpen),Standard Offering,Hardware, ,1,+,NS 4pt FO Mod 10-1GigE 850nm 62.5um,IAC-4P1GMM62-MOD,IAC-4P1GMM62-MODA,25259.15,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944681726,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-SR-62,Trellix Network Security 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 62.5 MM Net I/O Exp Mod(w/ Built-In FailOpen),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NS 4pt FO Mod 10-1GigE 850nm 625um 1yRMA,RBIAC4P1GMM62MOD,RBIAC4P1GMM62MODA,5051.85,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-8PORT,Trellix Network Security 8-Port 10/1 GigE SFP+/SFP Network I/O Expansion Module (without Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 8port I/O Mod 10/1GigE,IAC-8P10NET-MOD,IAC-8P10NET-MODA,7647.92,Yes,2.100 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944641935,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-8PORT,Trellix Network Security 8-Port 10/1 GigE SFP+/SFP Network I/O Expansion Module (without Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 8port I/O Mod 10/1GigE1YrRMA,RBIAC8P10NETMOD,RBIAC8P10NETMODA,1428.55,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-6PORT,Trellix Network Security 6-Port 1GigE 1000BASE-T Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 1GigE 6port Net Mod,IAC-6P1NET-MOD,IAC-6P1NET-MODA,8209.21,Yes,2.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944644011,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-6PORT,Trellix Network Security 6-Port 1GigE 1000BASE-T Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 1GigE 6port Net Mod 1Yr RMA,RBIAC6P1NETMOD,RBIAC6P1NETMODA,1543.64,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-1,Trellix Network Security 4-Port 40GigE QSFP+ Network I/O Expansion Module (without Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 40GigE 4 port Net Mod,IAC-4P40NET-MOD,IAC-4P40NET-MODA,12840.09,Yes,2.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944644004,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-1,Trellix Network Security 4-Port 40GigE QSFP+ Network I/O Expansion Module (without Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 40GigE 4 port NetMod 1Yr RMA,RBIAC4P40NETMOD,RBIAC4P40NETMODA,2385.59,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT,Trellix Network Security 4-Port 10GBASE-T Copper Network I/O Expansion Module (with Build-in Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 10GigE 4port Net Mod,IAC-4P10NET-MOD,IAC-4P10NET-MODA,16839.44,Yes,2.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944700809,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT,Trellix Network Security 4-Port 10GBASE-T Copper Network I/O Expansion Module (with Build-in Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 10GigE 4port Net Mod 1Yr RMA,RBIAC4P10NETMOD,RBIAC4P10NETMODA,3704.68,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-6P-RJ45-10G,Trellix Network Security 6-Port 10/1 GigE RJ45 Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NetSec 6pt RJ45 FO Mod 10/1GigE,IAC-6P10RJ45-MOD,IAC-6P10RJ45-MODA,24191.36,Yes,1.250 LB,"2.75""X7.63""X10""",No,Standard,No,No,No,Yes, , , ,731944754956,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-6P-RJ45-10G,Trellix Network Security 6-Port 10/1 GigE RJ45 Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NetSec 6pt RJ45 FO Mod 10/1GigE 1Yr RMA,RBIAC6P10RJ45MOD,RBIAC6P10RJ45MODA,5535.06,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-8P-SR-10G,Trellix Network Security 8-Port 10/1 GigE SR Fiber Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NetSec 8pt SR FO Mod 10/1GigE,IAC-8P10SR-MOD,IAC-8P10SR-MODA,42863.22,Yes,2.100 LB,"2.75""X7.63""X10""",No,Standard,No,No,No,Yes, , , ,731944754970,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-8P-SR-10G,Trellix Network Security 8-Port 10/1 GigE SR Fiber Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NetSec 8pt SR FO Mod 10/1GigE 1Yr RMA,RBIAC8P10SRMOD,RBIAC8P10SRMODA,9807.24,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-8P-LR-10G,Trellix Network Security 8-Port 10/1 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NetSec 8pt LR FO Mod 10/1GigE,IAC-8P10LR-MOD,IAC-8P10LR-MODA,53852.73,Yes,2.100 LB,"2.75""X7.63""X10""",No,Standard,No,No,No,Yes, , , ,731944754963,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-8P-LR-10G,Trellix Network Security 8-Port 10/1 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NetSec 8pt LR FO Mod 10/1GigE 1Yr RMA,RBIAC8P10LRMOD,RBIAC8P10LRMODA,12321.68,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-SR-50,Trellix Network Security 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 50 MM Net I/O Exp Mod (w/ Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NS 4port FO Mod 10-1GigE 850nm 50um,IAC-4P1GMM50-MOD,IAC-4P1GMM50-MODA,25259.15,Yes,2.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944681719,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-SR-50,Trellix Network Security 4-Port 10/1 GigE 10GBASE-SR/1000BASE-SX 50 MM Net I/O Exp Mod (w/ Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NS 4port FO Mod 10-1GigE 850nm 50um1yRMA,RBIAC4P1GMM50MOD,RBIAC4P1GMM50MODA,5051.85,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-SR-10G,Trellix Network Security 4-Port 10/1 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NetSec 4pt SR FO Mod 10/1GigE,IAC-4P10SR-MOD,IAC-4P10SR-MODA,14310.1,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944754932,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-SR-10G,Trellix Network Security 4-Port 10/1 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NetSec 4pt SR FO Mod 10/1GigE 1Yr RMA,RBIAC4P10SRMOD,RBIAC4P10SRMODA,3274.19,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-RJ45-1G,Trellix Network Security 4-Port 1G/100M/10M RJ45 Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NetSec 4pt RJ45 FO Mod 1G/100M/10M,IAC-4P1RJ45-MOD,IAC-4P1RJ45-MODA,1968.65,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944754949,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-RJ45-1G,Trellix Network Security 4-Port 1G/100M/10M RJ45 Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NetSec 4pt RJ45 FO Mod1G/100M/10M 1YrRMA,RBIAC4P1RJ45MOD,RBIAC4P1RJ45MODA,450.43,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Chassis,FO-CHASSIS,Trellix Network Security Active 1/10G Fail-Open Chassis,Standard Offering,Hardware, ,1,+,Active FailOpen Chassis,IAC-AFOCH-KT2,IAC-AFOCH-KT2A,3365.08,Yes,11.000 LB,"22""X20""X8""",No,Standard,No,No,No,Yes, , , ,731944681795,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Chassis,FO-CHASSIS,Trellix Network Security Active 1/10G Fail-Open Chassis,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Active FailOpen Chassis 1YR RMA,RBAFOCHKT2,RBAFOCHKT2A,672.99,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Chassis,FO-CHASSIS-40G,Trellix Network Security Active 40G Fail-Open Chassis,Standard Offering,Hardware, ,1,+,Active FailOpen 40G Chassis,IAC-AFOCH40-KT2,IAC-AFOCH40-KT2A,20207.32,Yes,41.000 LB,"30""X25""X8""",No,Standard,No,No,No,Yes, , , ,731944711713,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Chassis,FO-CHASSIS-40G,Trellix Network Security Active 40G Fail-Open Chassis,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Active FailOpen 40G Chassis 1yr RMA,RBAFOCH40KT2,RBAFOCH40KT2A,4041.47,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Chassis,FO-CHASSIS-100G,Trellix Network Security Active 100G Fail-Open Chassis,Standard Offering,Hardware, ,1,+,Active FailOpen 100G Chassis,IAC-AFOCH100-KT2,IAC-AFOCH100-KT2A,47618.38,Yes,41.000 LB,"30""X25""X8""",No,Standard,No,No,No,Yes, , , ,731944718941,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Chassis,FO-CHASSIS-100G,Trellix Network Security Active 100G Fail-Open Chassis,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Active FailOpen 100G Chassis 1yr RMA,RBAFOCH100KT2,RBAFOCH100KT2A,9523.68,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MOD-2PORT-100G-LR4,Trellix Network Security 100GigE QSFP28 LR4 SM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 100GE 2port LR4 AFO Kit,IAC-2P100FOLR-KIT,IAC-2P100FOLR-KITA,63491.17,Yes,3.000 LB,"17""X11""X3""",No,Standard,No,No,No,Yes, , , ,731944718903,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MOD-2PORT-100G-LR4,Trellix Network Security 100GigE QSFP28 LR4 SM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 100GE 2prt LR4 AFO 1yr RMA,RBIAC2P100L4FOKIT,RBIAC2P100L4FOKITA,12698.23,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MOD-2PORT-100G-SR4,Trellix Network Security 100GigE QSFP28 SR4 MM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 100GE 2port SR4 AFO Kit,IAC-2P100FOSR-KIT,IAC-2P100FOSR-KITA,47618.38,Yes,3.000 LB,"17""X11""X3""",No,Standard,No,No,No,Yes, , , ,731944718927,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MOD-2PORT-100G-SR4,Trellix Network Security 100GigE QSFP28 SR4 MM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 100GE 2prt SR4 AFO 1yr RMA,RBIAC2P100S4FOKIT,RBIAC2P100S4FOKITA,9523.68,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MODULE-2PORT-LR4,Trellix Network Security 40GigE QSFP+ LR4 SM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 40GE 2prt LR4 AFO Kit,IAC-2P40FOLR4-KIT,IAC-2P40FOLR4-KITA,50518.35,Yes,3.000 LB,"19""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944716008,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MODULE-2PORT-LR4,Trellix Network Security 40GigE QSFP+ LR4 SM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 40GE 2prt LR4 AFO 1yr RMA,RBIAC2P40LR4FOKIT,RBIAC2P40LR4FOKITA,10103.66,Yes, , ,No,Standard,No,No,No,Yes, , , ,731944716015,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MODULE-2PORT-SR4,Trellix Network Security 40GigE QSFP+ SR4 MM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 40GE 2prt SR4 AFO Kit,IAC-2P40FOSR4-KIT,IAC-2P40FOSR4-KITA,50518.35,Yes,3.000 LB,"19""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944711720,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MODULE-2PORT-SR4,Trellix Network Security 40GigE QSFP+ SR4 MM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 40GE 2prt SR4 AFO 1yr RMA,RBIAC2P40SR4FOKIT,RBIAC2P40SR4FOKITA,10103.66,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MODULE-2PORT-BIDI,Trellix Network Security 40GigE QSFP+ BiDi Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 40GE 2prt BiDi AFO Kit,IAC-2P40FOBD-KIT,IAC-2P40FOBD-KITA,44905.18,Yes,3.000 LB,"19""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944711737,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,AFO-MODULE-2PORT-BIDI,Trellix Network Security 40GigE QSFP+ BiDi Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 40GE 2prt BiDi AFO 1yr RMA,RB2P40FOBDKIT,RB2P40FOBDKITA,8981.03,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-DS-10-LR,Trellix Network Security Dual Segment 10GigE 10GBASE-LR SM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 4port 10GE LR AFO Kit,IAC-4P10FOLR-KIT,IAC-4P10FOLR-KITA,31136.88,Yes,2.000 LB,"11""X2.25""X7""",No,Standard,No,No,No,Yes, , , ,731944728506,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-DS-10-LR,Trellix Network Security Dual Segment 10GigE 10GBASE-LR SM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 4port 10GE LR AFO 1yr RMA,RBIAC4P10FOLRKIT,RBIAC4P10FOLRKITA,7124.77,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-DS-10-SR,Trellix Network Security Dual Segment 10GigE 10GBASE-SR MM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Net Sec 4port 10GE SR AFO Kit,IAC-4P10FOSR-KIT,IAC-4P10FOSR-KITA,19532.79,Yes,2.000 LB,"11""X2.25""X7""",No,Standard,No,No,No,Yes, , , ,731944728520,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-DS-10-SR,Trellix Network Security Dual Segment 10GigE 10GBASE-SR MM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 4port 10GE SR AFO 1yr RMA,RBIAC4P10FOSRKIT,RBIAC4P10FOSRKITA,4469.04,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-1-LX,Trellix Network Security 1GigE 1000BASE-LX SM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Active FO 1310nm Opt 8.5um Gigabit,IAC-AF131085-KT1,IAC-AF131085-KT1A,30311.01,Yes,3.000 LB,"22""X10""X3""",No,Standard,No,No,No,Yes, , , ,731944681757,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-1-LX,Trellix Network Security 1GigE 1000BASE-LX SM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Active FO 1310nm Opt 8.5um Gigabit 1yRMA,RBAF131085KT1,RBAF131085KT1A,6062.19,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-1-SX,Trellix Network Security 1GigE 1000BASE-SX MM Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Active FO 850nm Opt 62.5um Gigabit Mod,IAC-AF85062-KT1,IAC-AF85062-KT1A,14874.85,Yes,3.000 LB,"22""X10""X3""",No,Standard,No,No,No,Yes, , , ,731944681771,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-1-SX,Trellix Network Security 1GigE 1000BASE-SX MM Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Active FO 850nm Opt 62.5um Gigabit 1yRMA,RBAF85062KT1,RBAF85062KT1A,2974.97,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-1-T,Trellix Network Security 1GigE 1000BASE-T Active Fail-Open Module,Standard Offering,Hardware, ,1,+,Active FailOpen Copper Gigabit module,IAC-AFOCG-KT2,IAC-AFOCG-KT2A,5890.98,Yes,3.000 LB,"22""X10""X3""",No,Standard,No,No,No,Yes, , , ,731944681788,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Fail-Open Kits/Modules,FO-MODULE-1-T,Trellix Network Security 1GigE 1000BASE-T Active Fail-Open Module,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,AFO Copper Gigabit module 1YR RMA,RBAFOCGKT2,RBAFOCGKT2A,1178.19,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Transceivers,TRANSCEIVER-NS-100-SR4,Trellix Network Security 100GigE QSFP28 100GBASE-SR4 MMF Transceiver,Standard Offering,Hardware, ,1,+,Net Sec QSFP28 100G SR Trans,IAC-QSFP1SR-FOT,IAC-QSFP1SR-FOTA,2929.58,Yes,1.000 LB,"8""X4.5""X2""",No,Standard,No,No,No,Yes, , , ,731944716565,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Transceivers,TRANSCEIVER-NS-100-SR4,Trellix Network Security 100GigE QSFP28 100GBASE-SR4 MMF Transceiver,Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec QSFP28 100G SR Trans 1Yr RMA,RBIACQSFP1SRFOT,RBIACQSFP1SRFOTA,670.27,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
